MR32 ASCII
Name	Post fatigue 
Frequency	1500
Date	22-05-2023 12:05:53
"Time,s"	"RT RECTUS FEM.,uV"	"RT BICEPS FEM.,uV"	"RT LAT. GASTRO,uV"	"LT RECTUS FEM.,uV"	"LT TIB.ANT.,uV"	"LT BICEPS FEM.,uV"	"LT LAT. GASTRO,uV"	"RT TIB.ANT.,uV"
28.9180	-3.12786	4.39955	2.73895	-0.778598	13.3492	6.61855	2.72822	-12.2503
28.9187	-3.43207	4.39955	1.52663	1.05245	19.1556	2.9567	2.12195	-11.3323
28.9193	-3.73627	4.71381	3.68186	-1.38537	11.5165	4.49072	-3.94076	-10.7153
28.9200	-3.43207	4.39955	6.1065	-4.44069	-8.62294	5.40618	-9.77612	-10.4143
28.9207	-5.2612	5.31375	3.99617	-4.44069	-19.6186	2.04124	3.63762	-11.0162
28.9213	-8.01076	4.99949	1.84093	-0.778598	-20.5253	-0.705154	23.1899	-12.5513
28.9220	-6.48193	3.17111	4.57988	1.35852	-27.8557	-1.31134	26.8275	-12.8523
28.9227	-4.34858	2.25691	7.31883	-0.778598	-40.9734	-2.2268	21.6742	-12.2503
28.9233	-5.2612	1.97123	5.52279	-2.30358	-43.7127	-3.45155	8.56357	-11.3323
28.9240	-6.17772	1.34272	4.57988	-1.69144	-34.8776	-4.97319	-14.9294	-9.79723
28.9247	-5.2612	1.97123	5.20849	-3.52249	-23.2646	-5.88866	-24.0993	-7.6602
28.9253	-5.87351	3.79961	4.57988	-4.13462	-15.0274	-5.88866	-8.86671	-6.44119
28.9260	-6.79003	5.31375	3.05325	-1.38537	-12.2882	-5.88866	4.92595	-4.92119
28.9267	-5.56931	6.85645	2.73895	0.75175	-12.2882	-5.57938	5.22908	-4.30416
28.9273	-4.04048	8.05632	2.46954	-0.472529	-11.0729	-4.66392	5.53222	-6.1402
28.9280	-3.73627	8.37058	2.46954	-1.69144	-7.40762	-5.28247	7.9573	-4.6202
28.9287	-5.2612	7.77064	2.15524	-0.778598	-7.09897	-6.49484	9.77612	-1.26416
28.9293	-6.17772	6.85645	0.942916	0.139611	-8.31428	-3.14227	13.7169	-2.16713
28.9300	-5.2612	6.85645	-1.84093	-1.38537	-6.79032	0.519587	17.4303	-2.78416
28.9307	-4.65279	8.97052	-1.21232	-4.13462	-5.26636	-2.53608	19.5522	0.270891
28.9313	-2.81975	7.14213	3.05325	-4.13462	-3.12509	-7.71958	18.0366	0.270891
28.9320	-0.686413	3.79961	4.57988	-3.52249	1.4468	-6.80412	11.2918	-1.26416
28.9327	-1.29483	5.31375	1.84093	-4.13462	4.18608	-4.36701	2.42508	0.872872
28.9333	-2.21134	7.14213	0	-2.60965	6.01869	-5.57938	-6.36584	0.571882
28.9340	1.45083	3.79961	0.628611	0.75175	7.85131	-6.19794	-18.6428	-2.48317
28.9347	5.41721	1.65697	-0.58371	0.139611	6.94465	-6.49484	-21.9773	-1.86614
28.9353	5.72531	2.25691	-2.73895	-3.21642	7.85131	-7.1134	-10.3824	-0.948119
28.9360	4.80879	0.428528	-4.26557	-3.52249	11.5165	-4.97319	-3.33449	-4.00317
28.9367	4.50459	-0.77135	-5.16359	-0.166459	11.2079	-1.91753	-17.6576	-5.83921
28.9373	5.41721	-0.485665	-4.57988	1.35852	6.01869	-1.31134	-34.4816	-4.92119
28.9380	7.25024	-1.39986	-3.95127	-0.166459	-0.0771627	-1.31134	-28.3432	-4.92119
28.9387	6.33372	-1.39986	-5.7922	-0.472529	-9.24024	-2.2268	-4.85017	-5.83921
28.9393	2.97576	-0.485665	-6.69022	1.05245	-16.8601	-5.28247	9.77612	-4.92119
28.9400	2.06314	-1.9998	-5.16359	0.44568	-13.8121	-5.88866	2.12195	-3.38614
28.9407	2.36735	-1.39986	-4.84928	-0.166459	-5.26636	-5.57938	-8.56357	-6.1402
28.9413	0.842416	0.428528	-4.84928	1.97066	-1.90978	-8.32577	-3.63762	-10.7153
28.9420	0.230104	-0.485665	-1.21232	1.35852	-2.52708	-8.32577	5.53222	-11.0162
28.9427	0.842416	1.34272	1.52663	-2.30358	-4.64905	-5.57938	2.42508	-6.75723
28.9433	1.45083	4.99949	0	-2.30358	-7.09897	-6.80412	-7.0479	-4.00317
28.9440	3.58807	4.39955	-0.898015	-0.778598	-7.71627	-9.24123	-10.9887	-7.6602
28.9447	4.50459	4.99949	0.942916	-1.38537	-7.71627	-8.02886	-10.6855	-12.8523
28.9453	2.97576	7.14213	0	-1.69144	-10.4555	-6.80412	-10.0793	-12.8523
28.9460	3.89228	4.71381	-2.11034	-0.472529	-11.0729	-7.71958	-6.74476	-9.79723
28.9467	4.80879	2.88542	-1.84093	-1.99751	-8.62294	-7.71958	-1.51568	-9.19525
28.9473	2.36735	4.99949	-1.84093	-2.60965	-7.40762	-7.71958	2.42508	-9.49624
28.9480	2.36735	3.17111	-1.84093	0.44568	-5.57501	-8.02886	3.03135	-9.49624
28.9487	5.41721	-0.485665	-0.898015	2.27673	-3.74239	-6.80412	2.72822	-9.79723
28.9493	4.80879	1.34272	0	0.75175	-6.17302	-5.88866	7.65417	-9.49624
28.9500	2.97576	2.88542	0.942916	-0.778598	-9.24024	-6.80412	13.4137	-6.75723
28.9507	4.50459	1.05704	0.942916	-1.38537	-9.5296	-6.19794	8.86671	-3.08515
28.9513	5.72531	0.428528	0.942916	-0.778598	-12.5968	-2.53608	1.21254	-3.08515
28.9520	3.58807	0.742782	1.21232	0.44568	-16.8601	-1.62062	8.86671	-1.56515
28.9527	-0.686413	1.34272	1.84093	1.66459	-14.4294	-4.66392	22.5836	6.68198
28.9533	-3.12786	2.88542	0.942916	0.75175	-10.4555	-4.97319	23.1899	16.7501
28.9540	-2.51555	2.57117	-0.58371	-0.166459	-7.71627	-2.2268	14.3231	18.5862
28.9547	-4.34858	1.97123	-1.84093	-0.166459	1.4468	-3.14227	7.9573	14.9141
28.9553	-8.92337	2.88542	-2.73895	-1.38537	9.68392	-4.97319	6.44163	11.558
28.9560	-10.1441	3.79961	-1.52663	-1.99751	6.32734	-4.05773	-3.94076	8.81902
28.9567	-8.01076	3.17111	-0.314305	0.75175	1.4468	-3.74845	-35.6942	9.72199
28.9573	-9.53569	1.65697	-0.898015	2.27673	1.75545	-4.05773	-58.2778	10.64
28.9580	-11.9771	-0.485665	-0.58371	-0.778598	-2.52708	-2.53608	-37.8161	4.22891
28.9587	-10.7564	-0.485665	1.84093	-1.38537	-9.83825	-1.00206	0.606271	-4.6202
28.9593	-10.4522	1.34272	3.36756	-0.166459	-9.83825	-1.31134	18.946	-11.3323
28.9600	-11.6729	1.05704	5.52279	-1.69144	-4.64905	-1.62062	21.6742	-12.2503
28.9607	-9.83989	1.05704	8.84545	-2.30358	-1.90978	-2.2268	18.3397	3.32594
28.9613	-7.09424	2.25691	9.47406	1.35852	-0.0771627	-4.05773	7.65417	24.9822
28.9620	-7.09424	0.428528	7.04942	1.66459	5.11203	-4.05773	-2.72822	24.0792
28.9627	-5.87351	-2.31405	5.20849	-0.778598	10.8992	-2.2268	-8.86671	4.54495
28.9633	-4.65279	-1.0856	4.26557	-1.0793	11.5165	-3.14227	-13.7169	-8.87921
28.9640	-6.48193	-0.171411	3.05325	0.139611	6.01869	-5.57938	-11.2918	-14.0713
28.9647	-8.01076	-4.14244	1.84093	-0.166459	-2.21843	-5.57938	-3.33449	-14.9893
28.9653	-5.87351	-5.97082	0.942916	-1.69144	-11.9795	-3.74845	-5.75957	-8.57822
28.9660	-3.43207	-3.22824	0	-1.69144	-18.0754	-2.83299	-19.2491	0.571882
28.9667	-1.29483	-1.9998	-2.73895	0.139611	-16.8601	-3.14227	-23.1899	6.98297
28.9673	-0.686413	-1.9998	-5.47789	-1.0793	-12.9055	-3.74845	-11.8981	6.68198
28.9680	-3.43207	-0.171411	-3.63696	-4.44069	-7.40762	-3.14227	-2.42508	-4.6202
28.9687	-4.957	0.142843	-1.21232	-1.99751	3.27942	-1.62062	-7.65417	-15.9073
28.9693	-3.43207	-1.39986	-2.73895	1.35852	11.5165	0.210309	-15.2326	-18.9624
28.9700	-0.990619	-0.171411	-0.898015	-3.21642	10.8992	1.43505	-15.5357	-22.3184
28.9707	-0.0741014	1.97123	3.36756	-6.87851	6.63599	2.35051	-13.1106	-23.8384
28.9713	0.230104	1.65697	3.68186	-3.21642	3.27942	3.26598	-11.8981	-8.27723
28.9720	0.230104	1.05704	5.7922	-0.778598	1.75545	2.9567	-12.5043	22.2432
28.9727	0.230104	0.428528	11.6293	-1.99751	3.27942	0.828866	-13.1106	39.9414
28.9733	-0.0741014	-0.171411	12.8416	-2.30358	5.11203	0.210309	-7.9573	26.8182
28.9740	-1.90714	0.742782	8.84545	-1.38537	2.97077	2.04124	-0.303135	3.62693
28.9747	-2.51555	3.79961	5.52279	1.05245	1.4468	4.78763	3.03135	2.70891
28.9753	-1.90714	5.31375	2.73895	3.49564	2.35346	6.32165	1.81881	7.901
28.9760	-2.51555	3.48536	0.314305	2.27673	2.97077	6.32165	0	-16.5093
28.9767	-3.43207	1.65697	0	1.05245	3.89672	5.70309	-1.81881	-50.3858
28.9773	-3.73627	2.57117	0.314305	2.27673	6.94465	4.49072	-2.42508	-55.8788
28.9780	-4.957	4.0853	0.942916	0.139611	8.77726	4.49072	-2.12195	-42.7557
28.9787	-5.2612	4.0853	2.73895	-2.91035	7.2533	5.40618	-2.12195	-34.5236
28.9793	-5.2612	4.39955	1.21232	0.139611	4.80338	5.09691	-1.21254	-30.8666
28.9800	-5.56931	5.94225	-1.84093	3.80171	3.27942	4.49072	-0.303135	-26.5925
28.9807	-6.17772	4.39955	-0.898015	1.66459	2.66211	3.87216	-2.42508	-19.5644
28.9813	-5.2612	1.65697	2.73895	0.139611	4.18608	2.35051	-2.12195	-10.1133
28.9820	-5.87351	0.742782	3.68186	1.97066	7.85131	1.74433	0.909406	-5.22218
28.9827	-6.17772	1.34272	3.05325	1.97066	9.99257	1.43505	0.606271	-5.83921
28.9833	-4.957	2.25691	3.68186	0.139611	9.99257	-0.705154	-0.909406	-3.08515
28.9840	-2.81975	3.79961	3.99617	0.139611	10.6099	-1.31134	2.42508	3.32594
28.9847	-2.21134	2.88542	4.26557	0.139611	10.8992	1.43505	3.63762	8.50298
28.9853	-3.43207	1.05704	6.42081	1.97066	8.77726	2.35051	-0.303135	10.339
28.9860	-5.2612	1.34272	7.63313	4.71455	7.2533	-0.395876	-0.606271	9.12001
28.9867	-4.04048	1.05704	7.04942	2.5828	8.15996	-0.705154	2.42508	9.12001
28.9873	-0.378307	-1.39986	7.63313	-1.0793	8.15996	0.519587	0.909406	13.3941
28.9880	-0.0741014	-1.39986	9.15976	1.05245	6.01869	0.519587	-3.94076	16.1331
28.9887	-2.51555	-0.171411	10.1027	4.71455	6.01869	0.519587	-4.85017	14.6131
28.9893	-1.29483	-0.77135	11.0007	3.18957	7.54266	1.43505	-0.606271	13.0931
28.9900	0.230104	-1.0856	11.0007	1.05245	6.63599	1.43505	3.63762	13.3941
28.9907	-1.90714	-1.39986	7.63313	0.75175	3.58807	2.65979	3.63762	13.3941
28.9913	-1.90714	-3.22824	5.52279	0.75175	1.75545	4.78763	4.54703	12.777
28.9920	2.06314	-3.5425	5.52279	0.139611	2.35346	4.18144	10.9887	12.476
28.9927	2.67155	-1.9998	4.57988	0.44568	3.58807	2.9567	13.7169	12.476
28.9933	1.45083	-2.6283	5.20849	2.8835	3.58807	3.57526	9.77612	10.956
28.9940	2.36735	-4.45669	7.31883	4.10778	1.4468	6.61855	10.6855	9.12001
28.9947	3.58807	-5.37088	5.52279	1.05245	-0.694465	9.67422	10.6855	7.901
28.9953	2.97576	-5.37088	3.68186	-1.0793	-0.385814	8.75876	0.606271	8.20199
28.9960	2.06314	-3.82818	5.20849	0.75175	1.75545	6.01237	-4.85017	9.12001
28.9967	1.45083	-2.6283	4.89418	0.75175	2.66211	5.70309	-1.51568	9.421
28.9973	2.06314	-4.14244	2.73895	-2.91035	2.0641	6.32165	-2.72822	9.72199
28.9980	1.45083	-5.37088	3.05325	-4.44069	2.35346	6.01237	-5.75957	10.038
28.9987	-0.990619	-4.74237	2.73895	-2.60965	5.71004	6.92783	-4.2439	7.901
28.9993	0.230104	-3.82818	0.942916	-2.60965	5.71004	6.92783	-6.06271	5.14693
29.0000	2.06314	-3.5425	1.21232	-4.74139	1.4468	4.18144	-6.06271	5.46297
29.0007	-1.29483	-4.14244	0.628611	-5.35353	-1.29248	2.9567	0.909406	6.06495
29.0013	-2.81975	-5.05663	-0.898015	-2.60965	-1.00312	3.87216	3.33449	3.32594
29.0020	1.14662	-5.05663	0.628611	0.139611	-1.29248	1.74433	0	3.32594
29.0027	1.14662	-6.28507	0.942916	-0.472529	-1.60113	-0.395876	1.21254	7.6
29.0033	0.230104	-7.48495	-1.52663	-1.99751	-2.21843	0.210309	1.21254	7.901
29.0040	3.58807	-5.05663	-1.21232	-1.38537	-0.694465	-1.31134	-2.12195	5.14693
29.0047	4.19648	-2.91399	-0.898015	-0.472529	1.75545	-3.14227	-2.12195	6.06495
29.0053	0.230104	-5.37088	-1.52663	-1.0793	2.35346	-0.705154	-1.81881	7.6
29.0060	0.230104	-7.79921	0.628611	-1.0793	4.18608	0.828866	-3.94076	6.98297
29.0067	2.67155	-6.88501	0.942916	-0.472529	8.77726	-2.53608	-3.33449	8.20199
29.0073	3.89228	-6.88501	-2.73895	-1.0793	8.77726	-3.14227	-0.303135	9.421
29.0080	4.19648	-7.79921	-1.84093	-1.0793	5.11203	-0.0865979	-1.51568	8.81902
29.0087	4.50459	-7.48495	2.73895	0.139611	5.11203	-0.395876	-3.63762	8.81902
29.0093	5.113	-7.19927	3.68186	-1.0793	5.11203	-1.62062	-0.303135	7.901
29.0100	6.63793	-9.02765	0.942916	-5.04746	3.27942	-0.395876	2.72822	4.84594
29.0107	6.63793	-8.7134	-0.58371	-4.13462	2.66211	-0.0865979	1.21254	3.0099
29.0113	5.72531	-6.28507	-0.898015	-0.166459	2.66211	-1.62062	0.606271	3.62693
29.0120	4.80879	-8.11346	-3.05325	-0.778598	2.0641	-2.53608	1.81881	2.40792
29.0127	5.72531	-11.456	-6.69022	-2.91035	2.35346	-2.53608	0.909406	-0.346139
29.0133	9.07938	-10.5418	-11.8987	-2.91035	1.13815	-0.395876	2.12195	-1.26416
29.0140	9.69169	-9.62759	-16.4786	-3.52249	-1.00312	4.49072	5.22908	-0.030099
29.0147	5.72531	-11.456	-16.4786	-3.82855	-1.29248	8.75876	5.22908	-0.346139
29.0153	2.36735	-10.2561	-13.7396	-1.99751	-2.21843	9.67422	5.22908	-2.16713
29.0160	2.97576	-8.11346	-12.7967	-3.21642	-0.385814	9.9835	6.44163	-3.70218
29.0167	3.58807	-10.5418	-10.3721	-4.44069	5.11203	9.67422	6.13849	-3.70218
29.0173	2.97576	-11.456	-3.36756	-1.69144	8.15996	7.8433	7.35103	-2.78416
29.0180	2.06314	-9.34191	2.73895	-1.99751	5.11203	4.18144	12.5043	-3.70218
29.0187	1.45083	-9.62759	3.05325	-5.35353	1.4468	2.35051	17.7334	-6.75723
29.0193	2.06314	-11.456	-0.314305	-3.52249	1.4468	3.57526	20.7648	-7.6602
29.0200	1.45083	-12.0845	-3.05325	-1.38537	5.71004	5.40618	14.9294	-6.1402
29.0207	0.230104	-12.9987	-0.58371	-4.44069	10.6099	3.26598	0.303135	-6.44119
29.0213	1.14662	-13.2844	3.36756	-5.35353	10.3012	-2.2268	-10.9887	-8.57822
29.0220	1.75503	-12.3702	0.942916	-3.21642	6.94465	-5.28247	-18.6428	-9.19525
29.0227	2.06314	-12.6844	-4.26557	-3.52249	2.97077	-5.88866	-20.7648	-7.6602
29.0233	2.97576	-14.1986	-4.26557	-2.60965	-4.05104	-6.80412	-9.47298	-5.52317
29.0240	2.36735	-13.2844	-3.63696	-0.472529	-12.2882	-7.71958	0.606271	-3.38614
29.0247	-0.0741014	-13.2844	-5.7922	-1.0793	-18.384	-8.02886	-7.0479	-3.08515
29.0253	-0.0741014	-14.8271	-8.21684	-2.30358	-21.1426	-8.63505	-15.5357	-3.70218
29.0260	1.45083	-13.2844	-7.90254	-1.38537	-19.0013	-8.32577	-16.142	-1.86614
29.0267	1.14662	-10.2561	-6.1065	-1.69144	-14.1208	-7.1134	-20.4616	1.79089
29.0273	0.230104	-9.34191	-6.69022	-1.99751	-8.31428	-8.63505	-21.0679	5.76396
29.0280	0.230104	-9.02765	-9.42916	-0.778598	-0.694465	-9.55051	-11.2918	8.81902
29.0287	-0.990619	-7.19927	-10.6864	-0.778598	2.35346	-6.19794	-4.85017	9.72199
29.0293	-3.43207	-5.05663	-10.9558	-2.91035	-1.29248	-4.66392	-5.45644	7.28397
29.0300	-3.43207	-5.05663	-10.9558	-3.52249	-4.35969	-9.55051	-4.2439	6.98297
29.0307	-0.990619	-7.79921	-9.15976	-3.52249	-2.21843	-13.2124	-3.94076	8.81902
29.0313	-0.990619	-8.11346	-7.00452	-5.6596	-0.385814	-11.3814	-8.26044	8.81902
29.0320	-3.73627	-4.74237	-7.31883	-7.18458	-1.60113	-8.94433	-10.3824	6.36594
29.0327	-5.2612	-4.14244	-6.69022	-5.35353	-2.21843	-6.80412	-8.26044	5.46297
29.0333	-4.34858	-5.05663	-5.47789	-4.44069	-0.385814	-2.83299	-6.74476	5.76396
29.0340	-3.12786	-2.91399	-6.37591	-6.57244	-0.385814	-2.2268	-7.0479	5.76396
29.0347	-2.21134	-1.39986	-8.21684	-6.27174	-3.12509	-4.97319	-6.74476	5.76396
29.0353	-2.81975	-2.6283	-10.0578	-3.21642	-3.12509	-3.14227	-5.75957	3.32594
29.0360	-4.957	-1.71411	-11.8987	-2.30358	-1.29248	3.26598	-3.33449	-0.346139
29.0367	-7.09424	-1.0856	-11.8987	-4.44069	-3.43374	4.18144	0.606271	1.4899
29.0373	-7.70265	-2.31405	-10.9558	-3.82855	-5.26636	1.43505	2.72822	4.54495
29.0380	-4.957	-1.71411	-11.8987	-1.0793	-2.52708	2.65979	2.42508	2.40792
29.0387	-2.51555	-0.485665	-13.7396	-1.99751	-1.29248	3.57526	0.909406	-0.030099
29.0393	-4.957	-1.71411	-14.009	-5.35353	-1.90978	0.828866	-0.909406	1.79089
29.0400	-5.2612	-2.91399	-11.2701	-5.96567	2.97077	1.12577	-3.03135	4.22891
29.0407	-2.51555	-3.5425	-8.84545	-4.44069	7.85131	2.35051	-3.63762	5.14693
29.0413	-4.65279	-4.74237	-9.15976	-3.21642	6.94465	-0.395876	-2.72822	4.22891
29.0420	-8.92337	-4.74237	-9.42916	-0.472529	6.01869	-3.45155	1.81881	3.0099
29.0427	-7.09424	-4.14244	-7.90254	2.5828	7.85131	-3.45155	7.65417	2.10693
29.0433	-6.17772	-3.82818	-5.7922	1.97066	8.46861	-4.66392	7.9573	1.4899
29.0440	-9.53569	-2.6283	-2.73895	2.5828	12.1338	-6.49484	2.72822	-0.030099
29.0447	-9.23148	-1.39986	-0.314305	6.85166	18.5383	-6.49484	2.72822	-0.647129
29.0453	-7.09424	-1.9998	-1.84093	8.37664	20.969	-5.88866	7.35103	-0.030099
29.0460	-8.61917	-3.22824	-3.05325	6.24489	19.7537	-5.28247	6.13849	0.571882
29.0467	-8.01076	-4.74237	0	4.41385	20.6796	-6.49484	-0.303135	1.4899
29.0473	-6.48193	-5.65657	1.21232	3.80171	21.2776	-6.80412	1.51568	1.4899
29.0480	-8.92337	-3.22824	-1.52663	5.02062	17.323	-3.14227	15.2326	-1.56515
29.0487	-8.92337	-1.9998	-3.36756	6.54559	9.68392	-0.395876	31.7534	-3.38614
29.0493	-4.957	-4.14244	-1.84093	5.02062	3.27942	-3.45155	42.1358	-1.26416
29.0500	-4.65279	-5.97082	1.21232	2.8835	1.4468	-5.57938	39.1045	-0.030099
29.0507	-6.79003	-5.97082	2.15524	4.71455	-0.694465	-2.2268	19.5522	-3.38614
29.0513	-5.2612	-5.97082	0.314305	4.71455	-3.43374	0.828866	-14.02	-4.6202
29.0520	-3.43207	-4.74237	-1.84093	1.97066	-4.05104	-0.395876	-44.2578	-2.16713
29.0527	-3.73627	-5.37088	-0.58371	0.44568	-6.17302	-1.91753	-45.1672	-3.08515
29.0533	-3.73627	-8.7134	3.99617	0.44568	-11.3622	-1.31134	-14.3231	-6.75723
29.0540	-4.04048	-9.62759	6.42081	0.139611	-10.7642	0.519587	9.77612	-7.6602
29.0547	-3.43207	-8.7134	4.26557	0.75175	-4.95771	1.43505	1.81881	-5.52317
29.0553	-0.686413	-8.42771	2.73895	1.97066	-1.90978	-0.0865979	-17.6576	-4.92119
29.0560	-0.378307	-6.28507	3.99617	1.35852	-2.21843	-3.14227	-27.4338	-5.83921
29.0567	-2.21134	-3.5425	3.05325	-0.472529	-5.57501	-5.28247	-25.9181	-4.6202
29.0573	-0.686413	-3.22824	0	-1.0793	-10.1469	-6.80412	-15.5357	-3.08515
29.0580	0.842416	-4.14244	0.314305	-0.778598	-9.5296	-7.71958	-9.47298	-6.1402
29.0587	-0.686413	-5.05663	1.84093	-2.30358	-3.43374	-7.71958	-17.0514	-8.27723
29.0593	-0.686413	-5.05663	0.314305	-3.82855	0.231488	-8.94433	-19.2491	-4.6202
29.0600	0.842416	-2.31405	-0.58371	-0.778598	-0.694465	-10.466	-4.54703	-3.08515
29.0607	0.230104	0.428528	-0.58371	2.8835	-1.29248	-8.63505	9.77612	-8.27723
29.0613	0.230104	-1.39986	-1.21232	0.75175	0.540139	-5.88866	8.86671	-11.6333
29.0620	0.53431	-3.82818	-1.52663	-2.91035	3.27942	-6.80412	-3.03135	-11.0162
29.0627	-1.59903	-2.31405	-0.898015	-1.0793	5.11203	-9.55051	-15.8388	-12.2503
29.0633	-3.12786	-1.39986	0	0.75175	6.94465	-10.7753	-18.6428	-11.3323
29.0640	-3.43207	-3.82818	1.84093	-0.778598	9.68392	-11.6907	-10.6855	-8.27723
29.0647	-4.04048	-5.05663	3.05325	0.139611	8.46861	-11.3814	1.21254	-8.57822
29.0653	-3.12786	-3.5425	2.46954	1.05245	5.71004	-6.80412	10.6855	-9.49624
29.0660	-1.90714	-2.91399	2.46954	-0.472529	8.15996	-4.66392	11.5949	-7.6602
29.0667	-2.81975	-5.65657	0.942916	0.75175	14.8731	-5.57938	7.0479	-9.19525
29.0673	-2.21134	-6.88501	-2.73895	3.49564	17.921	-4.05773	-3.03135	-11.0162
29.0680	-1.59903	-5.05663	-0.898015	1.05245	15.7991	-0.395876	-22.5836	-8.57822
29.0687	-3.43207	-3.22824	3.36756	-0.778598	11.5165	3.26598	-35.3911	-6.75723
29.0693	-1.90714	-1.71411	0.942916	1.66459	9.37527	8.75876	-24.0993	-6.44119
29.0700	2.67155	1.05704	-3.95127	1.35852	8.77726	11.5051	-7.65417	-5.83921
29.0707	2.06314	1.34272	-5.7922	-1.69144	6.01869	9.06804	2.42508	-6.1402
29.0713	-0.0741014	1.65697	-7.63313	-0.166459	4.80338	6.92783	17.4303	-7.6602
29.0720	2.06314	4.0853	-7.63313	0.75175	7.2533	7.8433	24.4024	-8.87921
29.0727	1.75503	4.39955	-3.63696	-1.99751	6.94465	12.1113	12.8075	-11.3323
29.0733	-2.51555	2.57117	-2.42464	-0.472529	4.18608	17.6041	7.0479	-11.3323
29.0740	-1.59903	3.48536	-4.57988	2.5828	6.94465	18.8289	8.56357	-10.1133
29.0747	1.75503	2.88542	-4.84928	-0.166459	12.4425	14.2515	-2.12195	-12.8523
29.0753	0.53431	-1.71411	-4.26557	-2.60965	9.99257	11.8144	-10.0793	-17.1263
29.0760	-1.29483	-2.31405	-3.36756	-1.69144	2.0641	13.0268	-2.12195	-18.6463
29.0767	-0.0741014	0.428528	-1.84093	-2.60965	-0.694465	12.1113	3.63762	-20.1814
29.0773	1.75503	-3.22824	-0.314305	-3.21642	3.27942	8.75876	6.74476	-20.1814
29.0780	1.45083	-8.11346	2.73895	-1.38537	4.49473	6.92783	12.8075	-16.5093
29.0787	1.14662	-5.05663	5.52279	-1.38537	-1.90978	6.92783	8.56357	-11.6333
29.0793	1.75503	-0.485665	3.68186	-1.99751	-13.1948	5.09691	-8.26044	-8.87921
29.0800	1.75503	-2.6283	0	-0.472529	-24.7885	3.26598	-19.5522	-7.35921
29.0807	0.230104	-5.65657	-4.84928	-0.472529	-29.0711	2.65979	-19.2491	-6.75723
29.0813	-0.686413	-4.45669	-15.5357	-2.60965	-23.8819	2.9567	-11.5949	-6.1402
29.0820	0.230104	-3.22824	-25.324	-2.30358	-16.5514	2.04124	-6.74476	-5.52317
29.0827	-0.686413	-4.74237	-27.165	0.139611	-11.6709	1.12577	-13.4137	-3.08515
29.0833	-1.29483	-5.37088	-27.4344	1.97066	-6.79032	0.519587	-14.9294	3.92792
29.0840	0.842416	-5.05663	-31.1162	1.05245	-1.29248	-0.395876	-2.72822	12.1751
29.0847	3.89228	-6.57076	-34.7981	0.139611	3.89672	-0.395876	-1.51568	15.5311
29.0853	7.55445	-8.7134	-34.4838	-0.166459	9.08591	-0.0865979	-20.1585	15.2151
29.0860	9.07938	-8.42771	-28.6916	-0.778598	13.3492	-1.31134	-32.966	16.1331
29.0867	7.55445	-7.79921	-23.4831	-1.69144	17.0144	-1.91753	-30.5409	17.3521
29.0873	5.113	-10.2561	-20.1155	-1.99751	18.847	-2.2268	-23.493	14.9141
29.0880	2.97576	-11.456	-0.898015	-2.60965	15.1818	-4.97319	-14.6263	11.558
29.0887	1.75503	-10.2561	37.8513	-2.91035	9.99257	-5.88866	-6.36584	10.038
29.0893	3.89228	-9.02765	59.2241	-1.69144	9.68392	-3.14227	-2.12195	7.901
29.0900	5.113	-10.5418	43.6436	-1.69144	9.37527	-0.0865979	2.72822	1.18891
29.0907	2.06314	-12.0845	23.528	-2.60965	-1.00312	0.519587	10.6855	-6.44119
29.0913	1.14662	-11.456	23.7974	-0.472529	-14.1208	-3.74845	20.1585	-8.27723
29.0920	4.50459	-11.1703	27.7936	0.75175	-15.9534	-11.3814	29.6315	-4.92119
29.0927	6.94603	-12.0845	23.7974	-0.778598	-16.262	-15.6495	34.4816	-1.86614
29.0933	7.85865	-11.456	24.7403	-0.166459	-35.4756	-12.2969	34.4816	-0.647129
29.0940	6.94603	-10.5418	37.8513	0.139611	-57.4477	-7.41031	25.6149	2.10693
29.0947	3.89228	-10.856	50.6481	-2.60965	-51.3518	-3.45155	3.94076	5.14693
29.0953	1.45083	-10.5418	43.9579	-3.82855	-27.8557	-0.705154	-12.2012	2.40792
29.0960	1.45083	-9.62759	19.2175	-0.472529	-13.1948	-0.0865979	-7.9573	-2.16713
29.0967	1.45083	-10.856	6.42081	1.97066	-5.57501	1.43505	0.909406	-0.346139
29.0973	0.53431	-8.7134	18.0052	2.8835	-0.385814	5.40618	4.54703	4.22891
29.0980	-0.686413	-3.5425	27.4793	3.80171	-5.88366	6.32165	9.47298	5.14693
29.0987	-2.81975	-3.5425	17.1072	2.8835	-13.8121	4.18144	14.3231	4.22891
29.0993	-4.957	-6.28507	2.15524	-1.38537	-12.5968	4.78763	18.6428	6.06495
29.1000	-7.09424	-4.74237	-13.4253	-1.38537	-8.00563	7.8433	25.3118	8.81902
29.1007	-9.23148	-1.9998	-40.276	1.05245	-10.4555	10.2804	28.4189	9.421
29.1013	-9.83989	-0.485665	-76.915	0.75175	-16.8601	8.75876	22.5836	6.98297
29.1020	-10.1441	1.65697	-109.558	2.5828	-19.0013	6.01237	14.3231	3.62693
29.1027	-12.2813	0.428528	-124.51	3.80171	-12.9055	5.70309	6.13849	2.10693
29.1033	-13.8063	-2.31405	-121.771	-1.38537	-7.71627	6.01237	-2.72822	0.872872
29.1040	-13.5021	-1.39986	-111.668	-3.52249	-10.4555	5.09691	-6.06271	-1.86614
